CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
1,memory,0.2004002926566516,0.6593761804950902,MEMORY,104621
1,episodic_memory,0.17716153208733898,0.6593761804950902,MEMORY,11977
1,declarative_memory,0.16832193351330094,0.6593761804950902,MEMORY,2010
1,recognition_memory,0.16691560477064282,0.6593761804950902,MEMORY,6649
1,remembering,0.16114982800271546,0.6593761804950902,MEMORY,5084
1,recognition,0.15384157503681176,0.6593761804950902,MEMORY,37683
1,retrieval,0.14891800742191058,0.6593761804950902,MEMORY,53088
1,emotion,0.14634339927793893,0.6593761804950902,MEMORY,68311
1,encoding,0.1432110818486668,0.6593761804950902,MEMORY,60815
1,picture,0.14040021894345098,0.6593761804950902,MEMORY,57946
1,emotional_memory,0.13903848347371156,0.6593761804950902,MEMORY,2226
1,fear,0.13864463745571035,0.6593761804950902,MEMORY,25324
1,recall,0.13363272381125926,0.6593761804950902,MEMORY,14945
1,familiarity,0.13083022147036472,0.6593761804950902,MEMORY,14917
1,face,0.12772444941610409,0.6593761804950902,MEMORY,128314
1,facial_expression,0.12683657271397292,0.6593761804950902,MEMORY,18306
1,source_memory,0.12643717904927648,0.6593761804950902,MEMORY,3775
1,autobiographical_memory,0.12490171915116753,0.6593761804950902,MEMORY,5475
1,valence,0.12330134031445653,0.6593761804950902,MEMORY,25850
1,encoding_task,0.12327971582058175,0.6593761804950902,MEMORY,2186
1,memory_process,0.12200250651014252,0.6593761804950902,MEMORY,1389
1,episodic_simulation,0.1214163758724746,0.6593761804950902,MEMORY,398
1,forgetting,0.11368866744882004,0.6593761804950902,MEMORY,2714
1,semantic_memory,0.11037011520657276,0.6593761804950902,MEMORY,4187
2,reward,0.17838761620111795,0.6230688867851287,AROUSAL,66044
2,anticipation,0.15332453050486544,0.6230688867851287,AROUSAL,15770
2,reward_processing,0.13786456445239018,0.6230688867851287,AROUSAL,5176
2,arousal,0.13300117731417407,0.6230688867851287,AROUSAL,17711
2,decision_making,0.12847161312829314,0.6230688867851287,AROUSAL,11019
2,reward_anticipation,0.124427277612613,0.6230688867851287,AROUSAL,3466
2,valence,0.11711094402795487,0.6230688867851287,AROUSAL,25850
2,expectancy,0.11291242345185168,0.6230688867851287,AROUSAL,6407
2,monitoring,0.1106862963684806,0.6230688867851287,AROUSAL,18441
2,salience,0.11068163378404693,0.6230688867851287,AROUSAL,15457
2,monetary_incentive_delay_task,0.09217214866449268,0.6230688867851287,AROUSAL,551
2,pain,0.09209803779529684,0.6230688867851287,AROUSAL,77552
3,manipulation,0.12866621589343635,0.623438588273914,VISION,16872
3,execution,0.12862017373717965,0.623438588273914,VISION,15077
3,covert,0.12652682084497335,0.623438588273914,VISION,6023
3,spatial_attention,0.12353586692571344,0.623438588273914,VISION,7321
3,vision,0.1207071836370413,0.623438588273914,VISION,13919
3,retrieval,0.11789824017401952,0.623438588273914,VISION,53088
3,visual_attention,0.11756958233092706,0.623438588273914,VISION,5345
3,representation,0.1172677161425951,0.623438588273914,VISION,72956
3,attention,0.11676577898426088,0.623438588273914,VISION,85465
3,reaction_time,0.11610210472189955,0.623438588273914,VISION,28960
3,eye,0.10969316710606636,0.623438588273914,VISION,26506
3,strategy,0.10830452523040383,0.623438588273914,VISION,28060
3,grasping,0.1056839905072182,0.623438588273914,VISION,5970
3,goal,0.1046148972916158,0.623438588273914,VISION,18484
3,rehearsal,0.10422940653119593,0.623438588273914,VISION,3800
3,action,0.10393551105884136,0.623438588273914,VISION,80645
3,memory,0.10267510616218957,0.623438588273914,VISION,104621
3,familiarity,0.10126586077957056,0.623438588273914,VISION,14917
3,imagery,0.10017255111334132,0.623438588273914,VISION,20677
3,working_memory,0.09980966236583368,0.623438588273914,VISION,53575
3,cognitive_process,0.099687723186201,0.623438588273914,VISION,9090
3,visual_imagery,0.0996837568866914,0.623438588273914,VISION,2990
3,hand,0.099401899381532,0.623438588273914,VISION,69501
3,intention,0.09865823974992216,0.623438588273914,VISION,10972
3,remembering,0.09642105567550706,0.623438588273914,VISION,5084
4,speech,0.24905998012189906,0.6564888143815277,HEARING,43945
4,hearing,0.2389018541545659,0.6564888143815277,HEARING,9526
4,listening,0.2335022121611184,0.6564888143815277,HEARING,7479
4,speech_perception,0.22277654844528127,0.6564888143815277,HEARING,4806
4,speech_processing,0.2203378381459748,0.6564888143815277,HEARING,2417
