CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
1,memory,0.199402213093834,0.6561322526151872,MEMORY,104621
1,declarative_memory,0.1754599176453618,0.6561322526151872,MEMORY,2010
1,episodic_memory,0.17278075843948806,0.6561322526151872,MEMORY,11977
1,recognition_memory,0.16277969181316,0.6561322526151872,MEMORY,6649
1,emotion,0.16058508212022354,0.6561322526151872,MEMORY,68311
1,fear,0.15971439875242746,0.6561322526151872,MEMORY,25324
1,remembering,0.15746104936510671,0.6561322526151872,MEMORY,5084
1,emotional_memory,0.146935223849606,0.6561322526151872,MEMORY,2226
1,recognition,0.14531993196560458,0.6561322526151872,MEMORY,37683
1,encoding,0.14264294546961154,0.6561322526151872,MEMORY,60815
1,facial_expression,0.13797479205915145,0.6561322526151872,MEMORY,18306
1,valence,0.13726357930747635,0.6561322526151872,MEMORY,25850
1,retrieval,0.1348374343951386,0.6561322526151872,MEMORY,53088
1,picture,0.1333225059658056,0.6561322526151872,MEMORY,57946
1,recall,0.13102244685610953,0.6561322526151872,MEMORY,14945
1,face,0.13045341470782618,0.6561322526151872,MEMORY,128314
1,memory_process,0.1258562315332757,0.6561322526151872,MEMORY,1389
1,autobiographical_memory,0.12395634051819965,0.6561322526151872,MEMORY,5475
1,arousal,0.1236557043896803,0.6561322526151872,MEMORY,17711
1,source_memory,0.12168846552047805,0.6561322526151872,MEMORY,3775
1,encoding_task,0.12069607171877735,0.6561322526151872,MEMORY,2186
1,episodic_simulation,0.11725569619764956,0.6561322526151872,MEMORY,398
2,reward,0.2655500979014237,0.6375880330929613,REWARD,66044
2,reward_processing,0.2125614798574247,0.6375880330929613,REWARD,5176
2,reward_anticipation,0.1978401341174781,0.6375880330929613,REWARD,3466
2,anticipation,0.1822921007062485,0.6375880330929613,REWARD,15770
2,monetary_incentive_delay_task,0.1626608203122124,0.6375880330929613,REWARD,551
2,reward_learning,0.1283802042801946,0.6375880330929613,REWARD,885
2,instrumental_conditioning,0.12727011658891066,0.6375880330929613,REWARD,494
3,anticipation,0.08590269777346647,0.5793628586097206,AROUSAL,15770
3,nociception,0.08422912330563068,0.5793628586097206,AROUSAL,422
3,arousal,0.07926485417917799,0.5793628586097206,AROUSAL,17711
3,pain,0.078816018106244,0.5793628586097206,AROUSAL,77552
3,micturition,0.06677790732878425,0.5793628586097206,AROUSAL,1111
4,monitoring,0.13832826967313686,0.6133754962595448,COGNITIVE,18441
4,cognitive_control,0.12433289205757732,0.6133754962595448,COGNITIVE,23952
4,working_memory,0.11896194058649355,0.6133754962595448,COGNITIVE,53575
4,reaction_time,0.118520685618821,0.6133754962595448,COGNITIVE,28960
4,cognitive_process,0.1155591860766206,0.6133754962595448,COGNITIVE,9090
4,strategy,0.10768855857081884,0.6133754962595448,COGNITIVE,28060
4,manipulation,0.1074138783439721,0.6133754962595448,COGNITIVE,16872
4,response_selection,0.10710146792363516,0.6133754962595448,COGNITIVE,4786
4,error_detection,0.10693997007752618,0.6133754962595448,COGNITIVE,2473
4,arousal,0.10556641354932747,0.6133754962595448,COGNITIVE,17711
4,decision_making,0.10302501208020684,0.6133754962595448,COGNITIVE,11019
