CLUSTER,TOKEN,R,ROC_AUC,DOMAIN
1,semantic_knowledge,0.09950813787996976,0.5966953349818165,Memory
1,semantic_memory,0.09904928326572984,0.5966953349818165,Memory
1,episodic_memory,0.09420015769574057,0.5966953349818165,Memory
1,semantic_processing,0.09002436918177299,0.5966953349818165,Memory
1,memory,0.08804063556729043,0.5966953349818165,Memory
1,retrieval,0.07751416798785192,0.5966953349818165,Memory
1,semantic_information,0.07590501901013408,0.5966953349818165,Memory
1,declarative_memory,0.07576913668648162,0.5966953349818165,Memory
1,imageability,0.07486076980211312,0.5966953349818165,Memory
1,autobiographical_memory,0.07466113134224196,0.5966953349818165,Memory
1,word,0.07385793704124675,0.5966953349818165,Memory
1,remembering,0.07214816134237395,0.5966953349818165,Memory
1,theory_mind,0.07169390107368523,0.5966953349818165,Memory
1,recognition_memory,0.06974553513844042,0.5966953349818165,Memory
1,prospection,0.06959153278981378,0.5966953349818165,Memory
1,episodic_simulation,0.06893574416365916,0.5966953349818165,Memory
2,memory,0.18759056209859692,0.628187261704177,Episodic Memory
2,episodic_memory,0.16688811490984806,0.628187261704177,Episodic Memory
2,declarative_memory,0.15186038769319699,0.628187261704177,Episodic Memory
2,recognition_memory,0.15090095547182453,0.628187261704177,Episodic Memory
2,remembering,0.14754547009362468,0.628187261704177,Episodic Memory
2,retrieval,0.14603502822716755,0.628187261704177,Episodic Memory
2,encoding,0.134032026153122,0.628187261704177,Episodic Memory
2,recognition,0.13033967012190142,0.628187261704177,Episodic Memory
2,recall,0.12237169498478402,0.628187261704177,Episodic Memory
2,spatial_memory,0.11843444973754914,0.628187261704177,Episodic Memory
2,autobiographical_memory,0.1168936793105456,0.628187261704177,Episodic Memory
2,episodic_simulation,0.11676232541564588,0.628187261704177,Episodic Memory
2,familiarity,0.1142270989142013,0.628187261704177,Episodic Memory
2,source_memory,0.11044831771186847,0.628187261704177,Episodic Memory
2,encoding_task,0.11015600509429364,0.628187261704177,Episodic Memory
2,memory_process,0.10951759181317784,0.628187261704177,Episodic Memory
2,cognitive_map,0.1064388838325348,0.628187261704177,Episodic Memory
2,semantic_memory,0.10587249372194142,0.628187261704177,Episodic Memory
2,remote_memory,0.1022242181943018,0.628187261704177,Episodic Memory
2,navigation,0.10127370793118927,0.628187261704177,Episodic Memory
2,memory_retrieval,0.10127019957408193,0.628187261704177,Episodic Memory
2,forgetting,0.09912969512473124,0.628187261704177,Episodic Memory
2,emotional_memory,0.0977483470749572,0.628187261704177,Episodic Memory
2,picture,0.09423359339883064,0.628187261704177,Episodic Memory
2,episodic_future_thinking,0.0926572878442197,0.628187261704177,Episodic Memory
3,reward,0.1886131325759381,0.625206745931942,Emotion
3,reward_processing,0.15082657981725536,0.625206745931942,Emotion
3,valence,0.1284561078759908,0.625206745931942,Emotion
3,reward_anticipation,0.12408082484198568,0.625206745931942,Emotion
3,decision_making,0.12362583678878213,0.625206745931942,Emotion
3,autobiographical_memory,0.11168718526489516,0.625206745931942,Emotion
3,arousal,0.10719915702315416,0.625206745931942,Emotion
3,emotion,0.10658048380656376,0.625206745931942,Emotion
3,anticipation,0.10170655797323422,0.625206745931942,Emotion
3,social_cognition,0.09807467350130622,0.625206745931942,Emotion
3,reward_learning,0.0942115211801262,0.625206745931942,Emotion
3,salience,0.09411973031955327,0.625206745931942,Emotion
3,prospection,0.09214314451457913,0.625206745931942,Emotion
3,mood,0.09166647084889926,0.625206745931942,Emotion
3,intertemporal_choice,0.09072999959349834,0.625206745931942,Emotion
3,theory_mind,0.08911233109662835,0.625206745931942,Emotion
3,expectancy,0.08735007563453093,0.625206745931942,Emotion
3,negative_emotion,0.08589874392085789,0.625206745931942,Emotion
3,episodic_simulation,0.08584553596280556,0.625206745931942,Emotion
4,reward,0.3105462160248609,0.6485815523899808,Reward
4,reward_anticipation,0.2654069207375791,0.6485815523899808,Reward
4,reward_processing,0.2478080865906733,0.6485815523899808,Reward
4,monetary_incentive_delay_task,0.20482501621764654,0.6485815523899808,Reward
