CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
1,memory,0.18403463581897547,0.6449318646679549,MEMORY,104621
1,declarative_memory,0.1657898984036621,0.6449318646679549,MEMORY,2010
1,episodic_memory,0.16008567432671386,0.6449318646679549,MEMORY,11977
1,recognition_memory,0.15425318074608846,0.6449318646679549,MEMORY,6649
1,remembering,0.14429908682592776,0.6449318646679549,MEMORY,5084
1,recognition,0.1340311538128353,0.6449318646679549,MEMORY,37683
1,encoding,0.13115135048914367,0.6449318646679549,MEMORY,60815
1,emotional_memory,0.1306136614043773,0.6449318646679549,MEMORY,2226
1,fear,0.12884053159815845,0.6449318646679549,MEMORY,25324
1,retrieval,0.12602834827217732,0.6449318646679549,MEMORY,53088
1,emotion,0.1243326904986338,0.6449318646679549,MEMORY,68311
1,recall,0.11638750386975152,0.6449318646679549,MEMORY,14945
1,picture,0.11548012086048935,0.6449318646679549,MEMORY,57946
1,episodic_simulation,0.1136172587534228,0.6449318646679549,MEMORY,398
1,memory_process,0.11329909410174895,0.6449318646679549,MEMORY,1389
1,autobiographical_memory,0.11294285889645247,0.6449318646679549,MEMORY,5475
1,encoding_task,0.11263216763454673,0.6449318646679549,MEMORY,2186
1,spatial_memory,0.1107378540244708,0.6449318646679549,MEMORY,1778
1,cognitive_map,0.11011768015009528,0.6449318646679549,MEMORY,508
1,source_memory,0.10959021774190914,0.6449318646679549,MEMORY,3775
1,familiarity,0.10693615452437066,0.6449318646679549,MEMORY,14917
1,face,0.1059291499572498,0.6449318646679549,MEMORY,128314
1,facial_expression,0.10523479880088506,0.6449318646679549,MEMORY,18306
1,valence,0.10491262904423383,0.6449318646679549,MEMORY,25850
1,forgetting,0.1001344125111338,0.6449318646679549,MEMORY,2714
2,memory,0.19101348872835602,0.6345861916563931,EPISODIC_MEMORY,104621
2,episodic_memory,0.1755215323102965,0.6345861916563931,EPISODIC_MEMORY,11977
2,retrieval,0.16657886368724306,0.6345861916563931,EPISODIC_MEMORY,53088
2,remembering,0.15527181955209546,0.6345861916563931,EPISODIC_MEMORY,5084
2,recognition_memory,0.1544267727277519,0.6345861916563931,EPISODIC_MEMORY,6649
2,recognition,0.1445097262478386,0.6345861916563931,EPISODIC_MEMORY,37683
2,declarative_memory,0.14311961489525915,0.6345861916563931,EPISODIC_MEMORY,2010
2,familiarity,0.13651468499284472,0.6345861916563931,EPISODIC_MEMORY,14917
2,encoding,0.13642330909329742,0.6345861916563931,EPISODIC_MEMORY,60815
