CLUSTER,TOKEN,R,ROC_AUC,DOMAIN
1,episodic_memory,0.13717846252867888,0.5950096660113063,Memory
1,autobiographical_memory,0.13269007048189624,0.5950096660113063,Memory
1,memory,0.11522871768530253,0.5950096660113063,Memory
1,remembering,0.11232656236005764,0.5950096660113063,Memory
1,prospection,0.103386196024946,0.5950096660113063,Memory
1,retrieval,0.10181102162754303,0.5950096660113063,Memory
1,memory_retrieval,0.10074213476737608,0.5950096660113063,Memory
1,episodic_simulation,0.09399201936225764,0.5950096660113063,Memory
1,recall,0.08831317538748591,0.5950096660113063,Memory
1,source_memory,0.08591652248069345,0.5950096660113063,Memory
1,thinking,0.08185416676079578,0.5950096660113063,Memory
1,theory_mind,0.08131548304575656,0.5950096660113063,Memory
1,consciousness,0.07922502459886087,0.5950096660113063,Memory
2,memory,0.09102916480423187,0.5684386908895309,Episodic Memory
2,declarative_memory,0.07648238892904356,0.5684386908895309,Episodic Memory
2,episodic_memory,0.07368236212628541,0.5684386908895309,Episodic Memory
2,recognition_memory,0.0725609841560359,0.5684386908895309,Episodic Memory
2,episodic_simulation,0.07154895391808434,0.5684386908895309,Episodic Memory
2,recall,0.06825330384043682,0.5684386908895309,Episodic Memory
2,recognition,0.06692028842160741,0.5684386908895309,Episodic Memory
2,autobiographical_memory,0.06387200179383437,0.5684386908895309,Episodic Memory
2,retrieval,0.06148055992049775,0.5684386908895309,Episodic Memory
2,remembering,0.061260057272874965,0.5684386908895309,Episodic Memory
2,semantic_memory,0.05937955259486739,0.5684386908895309,Episodic Memory
2,semantic_information,0.05906569369003846,0.5684386908895309,Episodic Memory
2,cognitive_map,0.05896776312045785,0.5684386908895309,Episodic Memory
2,spatial_memory,0.056595394524385376,0.5684386908895309,Episodic Memory
2,episodic_future_thinking,0.053408002863026806,0.5684386908895309,Episodic Memory
2,memory_process,0.05296435558701209,0.5684386908895309,Episodic Memory
2,prospection,0.0527766682709668,0.5684386908895309,Episodic Memory
2,face_perception,0.05134292623317077,0.5684386908895309,Episodic Memory
2,familiarity,0.04875804553117587,0.5684386908895309,Episodic Memory
2,source_memory,0.04785207001047735,0.5684386908895309,Episodic Memory
2,emotional_memory,0.046427368669136125,0.5684386908895309,Episodic Memory
2,remote_memory,0.04609799399233766,0.5684386908895309,Episodic Memory
2,navigation,0.04588547680197617,0.5684386908895309,Episodic Memory
2,encoding,0.045476776199626506,0.5684386908895309,Episodic Memory
2,encoding_task,0.0448315359375606,0.5684386908895309,Episodic Memory
3,memory,0.1962216610603464,0.6338313616948411,Encoding
3,episodic_memory,0.17753746688103722,0.6338313616948411,Encoding
3,remembering,0.1585403173375649,0.6338313616948411,Encoding
3,recognition_memory,0.15811429808510494,0.6338313616948411,Encoding
3,declarative_memory,0.15771166399204814,0.6338313616948411,Encoding
3,retrieval,0.15657241182551507,0.6338313616948411,Encoding
3,encoding,0.1481591837464878,0.6338313616948411,Encoding
3,recognition,0.1348423156745286,0.6338313616948411,Encoding
3,recall,0.12439200467291585,0.6338313616948411,Encoding
3,spatial_memory,0.1242398853976359,0.6338313616948411,Encoding
3,familiarity,0.12219727975616812,0.6338313616948411,Encoding
3,autobiographical_memory,0.1193630762947282,0.6338313616948411,Encoding
3,encoding_task,0.11873274989370255,0.6338313616948411,Encoding
3,source_memory,0.11786714838629254,0.6338313616948411,Encoding
3,episodic_simulation,0.11607592295823292,0.6338313616948411,Encoding
3,memory_process,0.11462958963307195,0.6338313616948411,Encoding
3,memory_retrieval,0.11141143597937744,0.6338313616948411,Encoding
3,cognitive_map,0.1083584857551963,0.6338313616948411,Encoding
3,remote_memory,0.10835452046259712,0.6338313616948411,Encoding
3,semantic_memory,0.1074866389205308,0.6338313616948411,Encoding
3,navigation,0.10725906968172604,0.6338313616948411,Encoding
3,forgetting,0.10603977895032883,0.6338313616948411,Encoding
3,emotional_memory,0.10265490756151964,0.6338313616948411,Encoding
4,face_perception,0.2089336955347577,0.6349909975790924,Recognition
4,face,0.1687631871777715,0.6349909975790924,Recognition
4,recognition,0.1468672839301675,0.6349909975790924,Recognition
4,face_recognition,0.14682014132253945,0.6349909975790924,Recognition
4,object_recognition,0.13203265621725385,0.6349909975790924,Recognition
4,familiarity,0.11509785285480414,0.6349909975790924,Recognition
5,word,0.17717890937474096,0.6497947309386849,Familiarity
5,semantic_processing,0.17373540694992254,0.6497947309386849,Familiarity
5,reading,0.1598061855077348,0.6497947309386849,Familiarity
5,naming,0.1597696339825394,0.6497947309386849,Familiarity
5,language,0.1559773261809767,0.6497947309386849,Familiarity
5,semantics,0.15228495369831335,0.6497947309386849,Familiarity
5,recognition,0.1494428690131976,0.6497947309386849,Familiarity
