CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,TITLE
1,memory,0.21104730897816684,0.6308507585411492,Memory,Memory
1,episodic_memory,0.18448808825550275,0.6308507585411492,Memory,Memory
1,remembering,0.16422189838444418,0.6308507585411492,Memory,Memory
1,retrieval,0.16337317575175814,0.6308507585411492,Memory,Memory
1,encoding,0.16289233726305424,0.6308507585411492,Memory,Memory
1,declarative_memory,0.16135521131854946,0.6308507585411492,Memory,Memory
1,recognition_memory,0.15395200128029354,0.6308507585411492,Memory,Memory
1,recall,0.14065063312507609,0.6308507585411492,Memory,Memory
1,memory_process,0.13666312407845674,0.6308507585411492,Memory,Memory
1,recognition,0.12830595738585313,0.6308507585411492,Memory,Memory
1,forgetting,0.12753117251538246,0.6308507585411492,Memory,Memory
1,encoding_task,0.12733857707765908,0.6308507585411492,Memory,Memory
1,source_memory,0.12008632559959995,0.6308507585411492,Memory,Memory
1,autobiographical_memory,0.11648898313736795,0.6308507585411492,Memory,Memory
1,emotional_memory,0.11567434624355165,0.6308507585411492,Memory,Memory
1,memory_function,0.11542970063492172,0.6308507585411492,Memory,Memory
1,memory_retrieval,0.11319519043882498,0.6308507585411492,Memory,Memory
1,memory_consolidation,0.10997488235971796,0.6308507585411492,Memory,Memory
1,longterm_memory,0.10984546684331434,0.6308507585411492,Memory,Memory
1,semantic_memory,0.1080544108689162,0.6308507585411492,Memory,Memory
1,familiarity,0.10694101663038574,0.6308507585411492,Memory,Memory
1,memory_trace,0.1065565161185112,0.6308507585411492,Memory,Memory
1,consolidation,0.10516758277522767,0.6308507585411492,Memory,Memory
1,episodic_simulation,0.1022207034560067,0.6308507585411492,Memory,Memory
1,spatial_memory,0.10222006968647644,0.6308507585411492,Memory,Memory
2,episodic_memory,0.13766339807079214,0.6028268995968749,Episodic Memory,Episodic Memory
2,memory,0.13472919866379862,0.6028268995968749,Episodic Memory,Episodic Memory
2,remembering,0.1272168589331171,0.6028268995968749,Episodic Memory,Episodic Memory
2,memory_retrieval,0.12592840948110948,0.6028268995968749,Episodic Memory,Episodic Memory
2,retrieval,0.12424408951240284,0.6028268995968749,Episodic Memory,Episodic Memory
2,autobiographical_memory,0.11423842413382967,0.6028268995968749,Episodic Memory,Episodic Memory
2,prospection,0.10096537478534508,0.6028268995968749,Episodic Memory,Episodic Memory
2,recall,0.0990499892937962,0.6028268995968749,Episodic Memory,Episodic Memory
2,source_memory,0.09530862708159356,0.6028268995968749,Episodic Memory,Episodic Memory
2,episodic_simulation,0.09511037477166973,0.6028268995968749,Episodic Memory,Episodic Memory
2,visual_imagery,0.09468204884348684,0.6028268995968749,Episodic Memory,Episodic Memory
2,encoding,0.09457333402326523,0.6028268995968749,Episodic Memory,Episodic Memory
2,navigation,0.09027467145367672,0.6028268995968749,Episodic Memory,Episodic Memory
2,recognition_memory,0.09023691184674723,0.6028268995968749,Episodic Memory,Episodic Memory
2,spatial_memory,0.08498723642800987,0.6028268995968749,Episodic Memory,Episodic Memory
2,mental_imagery,0.08377944007988677,0.6028268995968749,Episodic Memory,Episodic Memory
2,theory_mind,0.08026210802135345,0.6028268995968749,Episodic Memory,Episodic Memory
2,episodic_future_thinking,0.0781794140559136,0.6028268995968749,Episodic Memory,Episodic Memory
3,memory,0.09102916480423187,0.5684386908895309,Recall,Recall
3,declarative_memory,0.07648238892904356,0.5684386908895309,Recall,Recall
3,episodic_memory,0.07368236212628541,0.5684386908895309,Recall,Recall
3,recognition_memory,0.0725609841560359,0.5684386908895309,Recall,Recall
3,episodic_simulation,0.07154895391808434,0.5684386908895309,Recall,Recall
3,recall,0.06825330384043682,0.5684386908895309,Recall,Recall
3,recognition,0.06692028842160741,0.5684386908895309,Recall,Recall
3,autobiographical_memory,0.06387200179383437,0.5684386908895309,Recall,Recall
3,retrieval,0.06148055992049775,0.5684386908895309,Recall,Recall
3,remembering,0.061260057272874965,0.5684386908895309,Recall,Recall
3,semantic_memory,0.05937955259486739,0.5684386908895309,Recall,Recall
3,semantic_information,0.05906569369003846,0.5684386908895309,Recall,Recall
3,cognitive_map,0.05896776312045785,0.5684386908895309,Recall,Recall
3,spatial_memory,0.056595394524385376,0.5684386908895309,Recall,Recall
3,episodic_future_thinking,0.053408002863026806,0.5684386908895309,Recall,Recall
3,memory_process,0.05296435558701209,0.5684386908895309,Recall,Recall
3,prospection,0.0527766682709668,0.5684386908895309,Recall,Recall
3,face_perception,0.05134292623317077,0.5684386908895309,Recall,Recall
3,familiarity,0.04875804553117587,0.5684386908895309,Recall,Recall
3,source_memory,0.04785207001047735,0.5684386908895309,Recall,Recall
3,emotional_memory,0.046427368669136125,0.5684386908895309,Recall,Recall
3,remote_memory,0.04609799399233766,0.5684386908895309,Recall,Recall
3,navigation,0.04588547680197617,0.5684386908895309,Recall,Recall
3,encoding,0.045476776199626506,0.5684386908895309,Recall,Recall
3,encoding_task,0.0448315359375606,0.5684386908895309,Recall,Recall
4,memory,0.1799074687377958,0.6352081454168336,Retrieval,Retrieval
4,episodic_memory,0.1638312675888205,0.6352081454168336,Retrieval,Retrieval
4,declarative_memory,0.15674393943174825,0.6352081454168336,Retrieval,Retrieval
4,recognition_memory,0.15240664007914415,0.6352081454168336,Retrieval,Retrieval
4,remembering,0.14822176854527547,0.6352081454168336,Retrieval,Retrieval
4,encoding,0.13372020007361465,0.6352081454168336,Retrieval,Retrieval
4,recognition,0.1322338047092334,0.6352081454168336,Retrieval,Retrieval
4,retrieval,0.13162468425064086,0.6352081454168336,Retrieval,Retrieval
4,emotional_memory,0.11820701176495158,0.6352081454168336,Retrieval,Retrieval
4,spatial_memory,0.11666681179954022,0.6352081454168336,Retrieval,Retrieval
4,autobiographical_memory,0.11658120839730625,0.6352081454168336,Retrieval,Retrieval
