CLUSTER,TOKEN,R,ROC_AUC,DOMAIN,FREQUENCY
1,memory,0.1990035398673139,0.6558789861153353,MEMORY,104621
1,episodic_memory,0.17462108238177626,0.6558789861153353,MEMORY,11977
1,declarative_memory,0.1729327776044222,0.6558789861153353,MEMORY,2010
1,recognition_memory,0.16234951733932074,0.6558789861153353,MEMORY,6649
1,remembering,0.1578126509299539,0.6558789861153353,MEMORY,5084
1,emotion,0.15773326557977266,0.6558789861153353,MEMORY,68311
1,fear,0.15327016779785746,0.6558789861153353,MEMORY,25324
1,recognition,0.14406646706798507,0.6558789861153353,MEMORY,37683
1,emotional_memory,0.14370308821747724,0.6558789861153353,MEMORY,2226
1,encoding,0.1408671254903164,0.6558789861153353,MEMORY,60815
1,retrieval,0.13705284277121094,0.6558789861153353,MEMORY,53088
1,valence,0.13510118121689588,0.6558789861153353,MEMORY,25850
1,facial_expression,0.1337930890931277,0.6558789861153353,MEMORY,18306
1,picture,0.13213319387229075,0.6558789861153353,MEMORY,57946
1,recall,0.13144561636374336,0.6558789861153353,MEMORY,14945
1,autobiographical_memory,0.12697871267482008,0.6558789861153353,MEMORY,5475
1,face,0.126104385764113,0.6558789861153353,MEMORY,128314
1,memory_process,0.1248357693995578,0.6558789861153353,MEMORY,1389
1,source_memory,0.12262126553362675,0.6558789861153353,MEMORY,3775
1,encoding_task,0.120354978472138,0.6558789861153353,MEMORY,2186
1,arousal,0.11983040121393715,0.6558789861153353,MEMORY,17711
1,episodic_simulation,0.1197854440005025,0.6558789861153353,MEMORY,398
2,reward,0.2912365158769049,0.6392931259367232,REWARD,66044
2,reward_anticipation,0.2382154449151522,0.6392931259367232,REWARD,3466
2,reward_processing,0.2336278949272096,0.6392931259367232,REWARD,5176
2,anticipation,0.16848186967679218,0.6392931259367232,REWARD,15770
2,monetary_incentive_delay_task,0.16712935902128534,0.6392931259367232,REWARD,551
2,reward_learning,0.15427139648924254,0.6392931259367232,REWARD,885
3,reward,0.1816126688879494,0.6075324743321262,ANTICIPATION,66044
3,reward_processing,0.1445758959427194,0.6075324743321262,ANTICIPATION,5176
3,reward_anticipation,0.1416548777769463,0.6075324743321262,ANTICIPATION,3466
3,anticipation,0.13960465118506712,0.6075324743321262,ANTICIPATION,15770
3,monetary_incentive_delay_task,0.13533206229892947,0.6075324743321262,ANTICIPATION,551
3,feedback,0.10611737025386683,0.6075324743321262,ANTICIPATION,31574
3,motor_control,0.101996748507657,0.6075324743321262,ANTICIPATION,6048
3,instrumental_conditioning,0.09713855584090857,0.6075324743321262,ANTICIPATION,494
3,reinforcement_learning,0.09524643251422484,0.6075324743321262,ANTICIPATION,2279
3,expectancy,0.08587246933664976,0.6075324743321262,ANTICIPATION,6407
3,reward_learning,0.08308554078397068,0.6075324743321262,ANTICIPATION,885
